Question ID: 1; Prediction: b; Correct Answer: c; [[-934.96529606564036], [-920.06105536259679], [-983.75811539794893], [-972.30237719994318], [-973.40980363812582]]; False.
Question ID: 953; Prediction: e; Correct Answer: c; [[-525.47561939764648], [-528.89993202325149], [-553.23071583077297], [-539.19303529841511], [-473.71240272696406]]; False.
Question ID: 954; Prediction: e; Correct Answer: e; [[-890.0224004341128], [-874.76094688968385], [-812.11700926238382], [-821.1099687452438], [-800.21019408233565]]; True.
Question ID: 955; Prediction: d; Correct Answer: e; [[-1035.4955111844822], [-1001.3359259406348], [-1006.027929030499], [-972.35912401369001], [-1113.4514117029216]]; False.
Question ID: 956; Prediction: b; Correct Answer: d; [[-913.72815757018384], [-913.0065391601006], [-1005.6369945018786], [-1006.3142498120321], [-1002.4380366460829]]; False.
Question ID: 957; Prediction: a; Correct Answer: e; [[-734.81919701613322], [-804.91981384721373], [-879.73299507768184], [-887.82933130493439], [-829.32938836315736]]; False.
Question ID: 958; Prediction: d; Correct Answer: d; [[-959.14264099616571], [-954.09429408194683], [-878.14406408692128], [-701.91698299437564], [-811.68494042914983]]; True.
Question ID: 959; Prediction: d; Correct Answer: e; [[-1169.4891689468477], [-1053.9455208354902], [-1077.7277090737305], [-1035.557793416586], [-1039.4075534253727]]; False.
Question ID: 960; Prediction: c; Correct Answer: e; [[-461.36347448321322], [-549.75071806670758], [-442.28001078144274], [-547.84521563237001], [-586.86823232608515]]; False.
Question ID: 961; Prediction: d; Correct Answer: d; [[-826.40038237407327], [-828.65899465057635], [-879.85263627208519], [-737.57947298078523], [-787.13691780354964]]; True.
Question ID: 962; Prediction: a; Correct Answer: d; [[-843.93045423615695], [-924.9507496013116], [-892.62333366152825], [-888.68778322218816], [-886.9980578197102]]; False.
Question ID: 963; Prediction: c; Correct Answer: d; [[-950.21087433809487], [-935.18886975509179], [-886.94715276612214], [-987.10631567579185], [-950.71494681758304]]; False.
Question ID: 964; Prediction: b; Correct Answer: e; [[-913.04225656162168], [-860.1928969132473], [-981.19976158899885], [-920.83482725143426], [-1009.4878449416382]]; False.
Question ID: 965; Prediction: b; Correct Answer: d; [[-1018.8174498968364], [-968.72818567635409], [-1011.152695312544], [-1005.747703020824], [-1057.6359615008064]]; False.
Question ID: 966; Prediction: e; Correct Answer: b; [[-934.65028009127377], [-999.16886737889888], [-917.86366148370541], [-1002.5821967178787], [-840.68836440596863]]; False.
Question ID: 967; Prediction: b; Correct Answer: d; [[-990.00965687780081], [-744.33311287332469], [-999.77285554221771], [-1084.3123954845569], [-865.76099488867214]]; False.
Question ID: 968; Prediction: e; Correct Answer: e; [[-995.84343631546699], [-1018.5750895971008], [-984.05190144724975], [-954.75302758450096], [-934.5816178596084]]; True.
Question ID: 969; Prediction: c; Correct Answer: a; [[-831.68875950056292], [-760.48197370891114], [-696.33277098488907], [-857.32691055715122], [-748.22672392663367]]; False.
Question ID: 970; Prediction: a; Correct Answer: b; [[-1014.26661817172], [-1127.9288830736341], [-1130.9683009548303], [-1021.5111938871212], [-1059.9476183113072]]; False.
Question ID: 971; Prediction: c; Correct Answer: c; [[-1085.2586041634297], [-920.17662552989214], [-832.01918726263375], [-980.49617251671191], [-1043.543634608438]]; True.
Question ID: 972; Prediction: d; Correct Answer: c; [[-1133.785279984409], [-1080.9599979025081], [-1074.6948712469305], [-1056.1313802265288], [-1111.3767431586493]]; False.
Question ID: 973; Prediction: a; Correct Answer: e; [[-710.89165942937768], [-806.6427708301344], [-773.01757090985018], [-845.59142457786606], [-822.39770633393732]]; False.
Question ID: 974; Prediction: b; Correct Answer: c; [[-1034.2774251171454], [-812.86860548042546], [-1029.3325722581856], [-983.89928623290007], [-1022.5090013101031]]; False.
Question ID: 975; Prediction: d; Correct Answer: d; [[-662.11063314020203], [-627.60525260818076], [-741.77447579762384], [-543.01576449216043], [-722.62922968733812]]; True.
Question ID: 976; Prediction: b; Correct Answer: b; [[-1262.1102689052807], [-1119.7769081523022], [-1176.8811113919558], [-1249.1140360304034], [-1234.8735951080773]]; True.
Question ID: 977; Prediction: d; Correct Answer: e; [[-721.70541049302653], [-760.29453005460812], [-844.94251524884169], [-650.56286080864902], [-692.14672407354396]]; False.
Question ID: 978; Prediction: a; Correct Answer: c; [[-803.6618156065831], [-805.67618583588774], [-926.46849156718031], [-920.06088457464443], [-938.40353393234375]]; False.
Question ID: 979; Prediction: d; Correct Answer: e; [[-1095.0639835245897], [-1164.1528602672975], [-1079.1811639112816], [-1036.1537108710331], [-1147.0622623146494]]; False.
Question ID: 980; Prediction: e; Correct Answer: c; [[-564.72216817880792], [-566.49185655449924], [-550.82354735859076], [-555.03946534917293], [-483.93114428817398]]; False.
Question ID: 981; Prediction: c; Correct Answer: d; [[-1206.3465302451195], [-1193.5174685147538], [-1142.1926090893398], [-1213.7098830289478], [-1186.7840396530974]]; False.
Question ID: 982; Prediction: e; Correct Answer: e; [[-827.29245672418449], [-873.61012881559031], [-853.14909641800955], [-855.21711096919068], [-815.56207345250436]]; True.
Question ID: 983; Prediction: b; Correct Answer: d; [[-629.54383600850554], [-554.07864023415345], [-641.04694563180794], [-624.48602642895867], [-609.94035268501023]]; False.
Question ID: 984; Prediction: d; Correct Answer: c; [[-981.58207316919072], [-980.36490340205523], [-852.40890563830158], [-831.21263743753332], [-887.80988591480525]]; False.
Question ID: 985; Prediction: e; Correct Answer: e; [[-972.38603136946358], [-991.69413369895676], [-974.6232353148356], [-1010.1099107385813], [-970.761703843443]]; True.
Question ID: 986; Prediction: e; Correct Answer: b; [[-659.92835331931497], [-669.73476612998741], [-693.77565061951918], [-682.9354377910621], [-526.34345935380168]]; False.
Question ID: 987; Prediction: e; Correct Answer: e; [[-1110.0793347931879], [-1163.0841234601623], [-1097.951608601574], [-1173.6741960310585], [-1096.4533184607324]]; True.
Question ID: 988; Prediction: c; Correct Answer: d; [[-1197.9233798401951], [-1205.4660197926983], [-1071.5727324635061], [-1307.9326425447625], [-1198.3220483300458]]; False.
Question ID: 989; Prediction: e; Correct Answer: a; [[-601.20692499018151], [-631.78239768116669], [-702.05238570968982], [-696.55955730297444], [-594.02899234941208]]; False.
Question ID: 990; Prediction: d; Correct Answer: e; [[-812.99800785827267], [-766.32042171307523], [-851.79985339703512], [-704.37206156907484], [-704.92484196876137]]; False.
Question ID: 991; Prediction: c; Correct Answer: c; [[-1116.0498176475137], [-1187.0697291728134], [-1095.1252356781015], [-1159.0896187024541], [-1237.561953636533]]; True.
Question ID: 992; Prediction: b; Correct Answer: b; [[-708.51045078166953], [-654.86428304887704], [-814.32790224969062], [-810.79807229876781], [-833.53795125326553]]; True.
Question ID: 993; Prediction: d; Correct Answer: d; [[-880.37573967822959], [-781.70317167459064], [-766.47742568316221], [-738.35996236617518], [-744.73095454592135]]; True.
Question ID: 994; Prediction: d; Correct Answer: a; [[-727.30171002618488], [-677.90363754740804], [-675.95805063155433], [-641.01943102190148], [-715.26755491062431]]; False.
Question ID: 995; Prediction: a; Correct Answer: d; [[-939.07592175345508], [-971.49403682639331], [-992.54436197990117], [-1007.0656010409238], [-1012.8391629793133]]; False.
Question ID: 996; Prediction: c; Correct Answer: d; [[-799.43378019598345], [-853.01428081248991], [-692.90741401360265], [-798.83985440017204], [-795.99503939728595]]; False.
Question ID: 997; Prediction: b; Correct Answer: b; [[-795.14377309123779], [-741.82293380282533], [-755.99697632924199], [-872.16109824971784], [-873.96881977630233]]; True.
Question ID: 998; Prediction: e; Correct Answer: b; [[-1102.4961236009397], [-987.78081658576446], [-999.11963589432207], [-895.30148909665377], [-832.88169431624578]]; False.
Question ID: 999; Prediction: e; Correct Answer: a; [[-663.69022462151952], [-566.42554839192917], [-663.45716931265622], [-602.95372146352599], [-533.17790104867208]]; False.
Question ID: 1000; Prediction: c; Correct Answer: e; [[-1302.775295042157], [-1148.1972843665733], [-937.46180096382739], [-1231.6201252703672], [-1217.1331162379877]]; False.
Question ID: 1001; Prediction: d; Correct Answer: b; [[-947.14361399279733], [-926.6140004028872], [-941.29571103649539], [-848.15915668469665], [-885.16669085870012]]; False.
Question ID: 1002; Prediction: e; Correct Answer: b; [[-788.98297797921668], [-798.59006602381316], [-786.84643150432714], [-693.87472478338657], [-656.53180674138162]]; False.
Question ID: 1003; Prediction: e; Correct Answer: e; [[-899.29163610479713], [-872.57710881790535], [-913.24336679211376], [-988.4890727670977], [-843.74856103579111]]; True.
Question ID: 1004; Prediction: a; Correct Answer: a; [[-744.33100499836951], [-841.41647559509374], [-924.88671202400838], [-976.87696683964975], [-940.9441207564804]]; True.
Question ID: 1005; Prediction: c; Correct Answer: c; [[-803.35125654096964], [-728.23332092073042], [-656.85466062367448], [-801.35384564076469], [-673.67068170500727]]; True.
Question ID: 1006; Prediction: a; Correct Answer: b; [[-868.71533498116219], [-947.63772722230431], [-910.84162783486147], [-890.38063808405263], [-876.84019258281398]]; False.
Question ID: 1007; Prediction: b; Correct Answer: b; [[-978.0233645740708], [-715.32891341718823], [-763.21209281194876], [-901.56540464730597], [-911.76886426922056]]; True.
Question ID: 1008; Prediction: a; Correct Answer: e; [[-770.93420688176536], [-860.32771565118219], [-774.47802134880453], [-868.40613785272001], [-854.12843582548749]]; False.
Question ID: 1009; Prediction: e; Correct Answer: c; [[-1004.6164650332558], [-1061.699601219882], [-1019.8519732690158], [-1037.6463908877972], [-912.35095035178381]]; False.
Question ID: 1010; Prediction: d; Correct Answer: d; [[-1011.981300625782], [-920.59623828396855], [-1063.4718837117714], [-833.95878786025139], [-1065.8558246002481]]; True.
Question ID: 1011; Prediction: e; Correct Answer: c; [[-787.18670151381298], [-763.65227026506625], [-785.81156862092485], [-784.572227882672], [-737.6574156413833]]; False.
Question ID: 1012; Prediction: a; Correct Answer: b; [[-524.27734155437315], [-559.10894640702406], [-553.9933874381328], [-565.51780747112502], [-553.60759464065632]]; False.
Question ID: 1013; Prediction: c; Correct Answer: c; [[-785.76911357815584], [-787.23475560823329], [-656.98875493965284], [-734.98195272663315], [-769.23321636847186]]; True.
Question ID: 1014; Prediction: b; Correct Answer: c; [[-886.52282399661067], [-852.26800353171245], [-910.18215211867869], [-935.52602909892505], [-882.21407103111198]]; False.
Question ID: 1015; Prediction: b; Correct Answer: d; [[-1030.7969368424053], [-992.18150638500367], [-1028.4374738323606], [-1102.4421994986901], [-1003.0628613844435]]; False.
Question ID: 1016; Prediction: e; Correct Answer: a; [[-1148.5883662228218], [-1029.2941078794724], [-1065.9130535091888], [-1166.5995636206956], [-978.17066866892333]]; False.
Question ID: 1017; Prediction: e; Correct Answer: c; [[-1022.0115268361811], [-968.99144247315087], [-997.79459245809574], [-1003.6250452520677], [-957.62826199033248]]; False.
Question ID: 1018; Prediction: d; Correct Answer: b; [[-929.39816852074716], [-963.05786805837636], [-994.34600005612162], [-855.26542135577586], [-962.21491270424281]]; False.
Question ID: 1019; Prediction: a; Correct Answer: d; [[-780.49203670379063], [-872.00551805711473], [-817.89847196237804], [-831.25922422814529], [-839.23525614397192]]; False.
Question ID: 1020; Prediction: d; Correct Answer: e; [[-921.91930939124165], [-917.91269812914049], [-943.56011668577253], [-863.54612376801708], [-869.56844181053452]]; False.
Question ID: 1021; Prediction: e; Correct Answer: b; [[-653.9378546461644], [-711.5906651496681], [-694.50018326799216], [-683.12989334575275], [-588.9111517167828]]; False.
Question ID: 1022; Prediction: a; Correct Answer: e; [[-690.85024773828491], [-782.060629552048], [-821.15406111135155], [-697.13080236325459], [-845.07266482969794]]; False.
Question ID: 1023; Prediction: c; Correct Answer: d; [[-720.31652010144194], [-664.46697340935089], [-609.11918160298569], [-725.14907073905238], [-699.96058766320562]]; False.
Question ID: 1024; Prediction: d; Correct Answer: a; [[-865.60726838170967], [-985.32492609549183], [-706.39072791074159], [-336.81727569733494], [-967.8773176808894]]; False.
Question ID: 1025; Prediction: d; Correct Answer: b; [[-1198.6856669565648], [-1265.366664267013], [-1118.9897109869974], [-975.60860714453668], [-1206.6752882973531]]; False.
Question ID: 1026; Prediction: e; Correct Answer: e; [[-381.06022219083587], [-497.64092361987372], [-480.57343308051691], [-368.9653638078795], [-347.31850869470446]]; True.
Question ID: 1027; Prediction: b; Correct Answer: b; [[-1005.5274750224268], [-886.16645642368655], [-1002.0207824729354], [-1059.5909519392449], [-1077.844850025964]]; True.
Question ID: 1028; Prediction: a; Correct Answer: e; [[-546.06840922162178], [-890.63588051210627], [-808.22536298768387], [-833.91602074384673], [-839.59603760099333]]; False.
Question ID: 1029; Prediction: d; Correct Answer: a; [[-1076.751167878841], [-1099.9859576143174], [-1051.2131940119739], [-932.46292154508285], [-1077.1853796301764]]; False.
Question ID: 1030; Prediction: e; Correct Answer: a; [[-1044.2178986557808], [-1113.9139538484146], [-1122.4565465827907], [-1080.2297011670621], [-1001.3420464939388]]; False.
Question ID: 1031; Prediction: c; Correct Answer: d; [[-1002.1654356307025], [-960.2294583430554], [-959.34493732280293], [-982.26068357003555], [-1042.8322676565033]]; False.
Question ID: 1032; Prediction: d; Correct Answer: c; [[-835.61713669313394], [-767.9208588527481], [-903.16893543836864], [-757.30612498820426], [-844.80765525487834]]; False.
Question ID: 1033; Prediction: b; Correct Answer: d; [[-1114.3975321285832], [-903.91172628764173], [-1094.96445570485], [-933.28355689037767], [-1000.2580537173719]]; False.
Question ID: 1034; Prediction: d; Correct Answer: a; [[-715.4575797282904], [-660.40345048627091], [-604.46459425910427], [-476.29738498619366], [-532.30283855018763]]; False.
Question ID: 1035; Prediction: d; Correct Answer: d; [[-825.63598311350438], [-697.1539904639061], [-713.25028591532305], [-673.80463765413322], [-816.02112768424377]]; True.
Question ID: 1036; Prediction: c; Correct Answer: a; [[-1142.4109731561109], [-1102.243028109792], [-1073.0479188744771], [-1121.9577101985954], [-1201.6680907870548]]; False.
Question ID: 1037; Prediction: d; Correct Answer: d; [[-474.04447990319835], [-483.04180023652088], [-458.03847290966121], [-436.61982038600991], [-515.2144182797332]]; True.
Question ID: 1038; Prediction: b; Correct Answer: a; [[-743.62426169699904], [-638.17257144946996], [-775.37359927288162], [-752.97891971943966], [-875.8770239690748]]; False.
